model_key,model,protocol,protocol_name,direction,row_type,genre,is_seen,n,mrr,recall_at_1,recall_at_5,recall_at_10,mean_rank
baseline,Baseline (kein Head),B,label,V2A,genre,Pop music,1,367,0.44034301351947885,0.25885558583106266,0.6648501362397821,0.8637602179836512,5.730245231607629
baseline,Baseline (kein Head),B,label,V2A,genre,Reggae,1,366,0.2628139522005569,0.10655737704918032,0.43989071038251365,0.6420765027322405,12.1775956284153
baseline,Baseline (kein Head),B,label,V2A,genre,Rock music,1,367,0.39181697862650944,0.21525885558583105,0.6267029972752044,0.8174386920980926,8.163487738419619
baseline,Baseline (kein Head),B,label,V2A,seen_mean,,,,0.3567527339492225,0.19038791645661704,0.5610898757144346,0.7522935291953026,9.012914595417834
baseline,Baseline (kein Head),B,label,V2A,unseen_mean,,,,0.5646943463636704,0.4074959177697374,0.7655732741720144,0.8682593568688177,5.299650590868708
baseline,Baseline (kein Head),B,label,V2A,overall_mean,,,,0.4191352176735569,0.25552031685055315,0.6224348952517087,0.7870832774973572,7.898935394053096
baseline,Baseline (kein Head),B,label,A2V,genre,Blues,1,367,0.3151953808514587,0.17438692098092642,0.46321525885558584,0.5967302452316077,12.465940054495913
baseline,Baseline (kein Head),B,label,A2V,genre,Classical music,0,366,0.5260400037520259,0.3825136612021858,0.7076502732240437,0.8579234972677595,6.907103825136612
baseline,Baseline (kein Head),B,label,A2V,genre,Country,0,367,0.31869960169426953,0.19346049046321526,0.45231607629427795,0.5912806539509536,42.46049046321526
baseline,Baseline (kein Head),B,label,A2V,genre,Electronic music,1,367,0.7300698081272148,0.6185286103542235,0.8746594005449592,0.9264305177111717,4.016348773841962
baseline,Baseline (kein Head),B,label,A2V,genre,Funk,1,367,0.2880244532725163,0.035422343324250684,0.6512261580381471,0.7983651226158038,6.722070844686648
baseline,Baseline (kein Head),B,label,A2V,genre,Hip hop music,0,367,0.35366746781178826,0.1335149863760218,0.7193460490463215,0.8501362397820164,6.694822888283379
baseline,Baseline (kein Head),B,label,A2V,genre,Jazz,1,367,0.2806403091094811,0.16893732970027248,0.3569482288828338,0.5068119891008175,16.408719346049047
baseline,Baseline (kein Head),B,label,A2V,genre,Pop music,1,367,0.2097011471098674,0.07901907356948229,0.3242506811989101,0.5776566757493188,13.141689373297003
baseline,Baseline (kein Head),B,label,A2V,genre,Reggae,1,366,0.2795154709152855,0.13934426229508196,0.39617486338797814,0.5546448087431693,9.950819672131148
baseline,Baseline (kein Head),B,label,A2V,genre,Rock music,1,367,0.3027526603528086,0.19618528610354224,0.4196185286103542,0.5340599455040872,38.8991825613079
baseline,Baseline (kein Head),B,label,A2V,seen_mean,,,,0.34369988996266176,0.20168911804682566,0.4980133027883955,0.6420999006651396,14.514967232258517
baseline,Baseline (kein Head),B,label,A2V,unseen_mean,,,,0.3994690244193612,0.23649637934714093,0.6264374661882144,0.7664467970002432,18.68747239221175
baseline,Baseline (kein Head),B,label,A2V,overall_mean,,,,0.3604306302996716,0.21213129643692025,0.5365405518083411,0.6794039695656706,15.766718780244485
untrained,Untrained Heads,A,pair,V2A,genre,Blues,1,367,0.0026838403626106865,0.0,0.0027247956403269754,0.0027247956403269754,1890.158038147139
untrained,Untrained Heads,A,pair,V2A,genre,Classical music,0,366,0.007493572550759241,0.00273224043715847,0.00546448087431694,0.01092896174863388,1894.1803278688524
untrained,Untrained Heads,A,pair,V2A,genre,Country,0,367,0.0013004829108331842,0.0,0.0,0.0,2110.1035422343325
untrained,Untrained Heads,A,pair,V2A,genre,Electronic music,1,367,0.0024989094553559636,0.0,0.0027247956403269754,0.0027247956403269754,1666.7465940054497
untrained,Untrained Heads,A,pair,V2A,genre,Funk,1,367,0.0010270663353781578,0.0,0.0,0.0,1958.5776566757493
untrained,Untrained Heads,A,pair,V2A,genre,Hip hop music,0,367,0.0013586056270779323,0.0,0.0,0.0,1857.4768392370572
untrained,Untrained Heads,A,pair,V2A,genre,Jazz,1,367,0.0012380580563867772,0.0,0.0,0.0,2116.4223433242505
untrained,Untrained Heads,A,pair,V2A,genre,Pop music,1,367,0.0016099823655931968,0.0,0.0,0.0,1882.8228882833787
untrained,Untrained Heads,A,pair,V2A,genre,Reggae,1,366,0.0009393129842733727,0.0,0.0,0.0,2102.1803278688526
untrained,Untrained Heads,A,pair,V2A,genre,Rock music,1,367,0.0019401490542771095,0.0,0.0,0.0,1506.1553133514985
untrained,Untrained Heads,A,pair,V2A,seen_mean,,,,0.001705331230553609,0.0,0.0007785130400934215,0.0007785130400934215,1874.7233088080454
untrained,Untrained Heads,A,pair,V2A,unseen_mean,,,,0.003384220362890119,0.0009107468123861566,0.0018214936247723133,0.0036429872495446266,1953.9202364467474
untrained,Untrained Heads,A,pair,V2A,overall_mean,,,,0.0022089979702545623,0.000273224043715847,0.001091407215497089,0.0016378553029287829,1898.4823870996563
untrained,Untrained Heads,A,pair,A2V,genre,Blues,1,367,0.004521935255048996,0.0027247956403269754,0.0027247956403269754,0.0027247956403269754,1626.9536784741144
untrained,Untrained Heads,A,pair,A2V,genre,Classical music,0,366,0.002358352328594688,0.0,0.00273224043715847,0.00273224043715847,1809.795081967213
untrained,Untrained Heads,A,pair,A2V,genre,Country,0,367,0.003302946701677249,0.0,0.0,0.005449591280653951,1411.1880108991825
untrained,Untrained Heads,A,pair,A2V,genre,Electronic music,1,367,0.0018364211342507555,0.0,0.0,0.0027247956403269754,1939.283378746594
untrained,Untrained Heads,A,pair,A2V,genre,Funk,1,367,0.0020786288354899068,0.0,0.0,0.005449591280653951,2119.1307901907358
untrained,Untrained Heads,A,pair,A2V,genre,Hip hop music,0,367,0.0014505517033739758,0.0,0.0027247956403269754,0.0027247956403269754,2275.7520435967303
untrained,Untrained Heads,A,pair,A2V,genre,Jazz,1,367,0.0016892249437462533,0.0,0.0,0.0,1646.400544959128
untrained,Untrained Heads,A,pair,A2V,genre,Pop music,1,367,0.0010034218877897508,0.0,0.0,0.0,2202.6730245231606
untrained,Untrained Heads,A,pair,A2V,genre,Reggae,1,366,0.0011702286561924697,0.0,0.0,0.0,2213.5273224043717
untrained,Untrained Heads,A,pair,A2V,genre,Rock music,1,367,0.004282926001354364,0.0027247956403269754,0.0027247956403269754,0.0027247956403269754,1494.8474114441417
untrained,Untrained Heads,A,pair,A2V,seen_mean,,,,0.0023689695305532136,0.0007785130400934215,0.0007785130400934215,0.001946282600233554,1891.8308786774637
untrained,Untrained Heads,A,pair,A2V,unseen_mean,,,,0.0023706169112153045,0.0,0.0018190120258284818,0.0036355424527131325,1832.2450454877087
untrained,Untrained Heads,A,pair,A2V,overall_mean,,,,0.0023694637447518405,0.0005449591280653951,0.0010906627358139398,0.0024530605559774273,1873.9551287205372
untrained,Untrained Heads,B,label,V2A,genre,Blues,1,367,0.19150153122411342,0.0326975476839237,0.34877384196185285,0.5422343324250681,14.577656675749319
untrained,Untrained Heads,B,label,V2A,genre,Classical music,0,366,0.7761681510656921,0.6584699453551912,0.9153005464480874,0.9781420765027322,2.4262295081967213
untrained,Untrained Heads,B,label,V2A,genre,Country,0,367,0.053922908914498295,0.0,0.02997275204359673,0.1226158038147139,31.607629427792915
untrained,Untrained Heads,B,label,V2A,genre,Electronic music,1,367,0.28223400372797147,0.10899182561307902,0.4986376021798365,0.7166212534059946,8.572207084468666
untrained,Untrained Heads,B,label,V2A,genre,Funk,1,367,0.05472806208739188,0.0,0.05722070844686648,0.14713896457765668,45.787465940054496
untrained,Untrained Heads,B,label,V2A,genre,Hip hop music,0,367,0.5012722744387176,0.3542234332425068,0.6566757493188011,0.8174386920980926,7.2888283378746594
untrained,Untrained Heads,B,label,V2A,genre,Jazz,1,367,0.11801809614124945,0.008174386920980926,0.15803814713896458,0.40054495912806537,14.258855585831062
untrained,Untrained Heads,B,label,V2A,genre,Pop music,1,367,0.08324044113478324,0.008174386920980926,0.07084468664850137,0.23160762942779292,20.490463215258856
untrained,Untrained Heads,B,label,V2A,genre,Reggae,1,366,0.027278016921314187,0.0,0.00546448087431694,0.0546448087431694,73.97814207650273
untrained,Untrained Heads,B,label,V2A,genre,Rock music,1,367,0.07699562591155822,0.010899182561307902,0.07084468664850137,0.15258855585831063,23.49591280653951
untrained,Untrained Heads,B,label,V2A,seen_mean,,,,0.11914225387834025,0.02413390424289607,0.17283202198554856,0.32076864336657973,28.73724334062923
untrained,Untrained Heads,B,label,V2A,unseen_mean,,,,0.443787778139636,0.33756445953256603,0.5339830159368284,0.6393988574718462,13.774229091288099
untrained,Untrained Heads,B,label,V2A,overall_mean,,,,0.21653591115672902,0.11816307082979707,0.28117732017093255,0.4163577075981597,24.24833906582689
untrained,Untrained Heads,B,label,A2V,genre,Blues,1,367,0.4723821981681498,0.2724795640326976,0.8065395095367848,0.9346049046321526,4.1961852861035425
untrained,Untrained Heads,B,label,A2V,genre,Classical music,0,366,0.5247222350827951,0.35792349726775957,0.7431693989071039,0.8852459016393442,5.423497267759563
untrained,Untrained Heads,B,label,A2V,genre,Country,0,367,0.15412072715416328,0.005449591280653951,0.25340599455040874,0.6811989100817438,9.779291553133515
untrained,Untrained Heads,B,label,A2V,genre,Electronic music,1,367,0.11536954077137844,0.013623978201634877,0.14713896457765668,0.37057220708446864,15.629427792915532
untrained,Untrained Heads,B,label,A2V,genre,Funk,1,367,0.11164891481507457,0.005449591280653951,0.10899182561307902,0.3760217983651226,12.64850136239782
untrained,Untrained Heads,B,label,A2V,genre,Hip hop music,0,367,0.12337238477060712,0.013623978201634877,0.19346049046321526,0.4359673024523161,16.092643051771116
untrained,Untrained Heads,B,label,A2V,genre,Jazz,1,367,0.28979250362955444,0.01907356948228883,0.7193460490463215,0.9264305177111717,4.991825613079019
untrained,Untrained Heads,B,label,A2V,genre,Pop music,1,367,0.12093668287093837,0.005449591280653951,0.23433242506811988,0.44686648501362397,18.78201634877384
untrained,Untrained Heads,B,label,A2V,genre,Reggae,1,366,0.10135585685615002,0.00273224043715847,0.1366120218579235,0.49453551912568305,23.47814207650273
untrained,Untrained Heads,B,label,A2V,genre,Rock music,1,367,0.44103677595507207,0.28337874659400547,0.6376021798365122,0.885558583106267,5.425068119891008
untrained,Untrained Heads,B,label,A2V,seen_mean,,,,0.23607463900947398,0.08602675447272759,0.3986518536480568,0.6335128592912128,12.1644523713805
untrained,Untrained Heads,B,label,A2V,unseen_mean,,,,0.2674051156691885,0.1256656889166828,0.39667862797357595,0.667470704724468,10.431810624221399
untrained,Untrained Heads,B,label,A2V,overall_mean,,,,0.24547378200738837,0.09791843480591415,0.3980598859457125,0.6437002129211893,11.64465984723277
pair,Pair-based Head,A,pair,V2A,genre,Blues,1,367,0.03796884189409535,0.01907356948228883,0.043596730245231606,0.05722070844686648,654.9318801089918
pair,Pair-based Head,A,pair,V2A,genre,Classical music,0,366,0.04853942547116829,0.01092896174863388,0.07377049180327869,0.10382513661202186,398.73224043715845
pair,Pair-based Head,A,pair,V2A,genre,Country,0,367,0.03406743932604766,0.005449591280653951,0.04087193460490463,0.09536784741144415,587.2343324250681
pair,Pair-based Head,A,pair,V2A,genre,Electronic music,1,367,0.016613796053834687,0.005449591280653951,0.01634877384196185,0.02997275204359673,843.9918256130791
pair,Pair-based Head,A,pair,V2A,genre,Funk,1,367,0.009074288901937509,0.0,0.0027247956403269754,0.01634877384196185,843.5531335149864
pair,Pair-based Head,A,pair,V2A,genre,Hip hop music,0,367,0.022307351195478494,0.005449591280653951,0.02997275204359673,0.043596730245231606,711.2479564032698
pair,Pair-based Head,A,pair,V2A,genre,Jazz,1,367,0.03470764796612409,0.008174386920980926,0.03814713896457766,0.07084468664850137,523.3596730245232
pair,Pair-based Head,A,pair,V2A,genre,Pop music,1,367,0.02290358866990855,0.005449591280653951,0.01907356948228883,0.05722070844686648,710.9564032697548
pair,Pair-based Head,A,pair,V2A,genre,Reggae,1,366,0.0194351515810705,0.00273224043715847,0.02459016393442623,0.04644808743169399,804.5546448087432
pair,Pair-based Head,A,pair,V2A,genre,Rock music,1,367,0.020678563811345196,0.005449591280653951,0.01907356948228883,0.03814713896457766,627.5013623978201
pair,Pair-based Head,A,pair,V2A,seen_mean,,,,0.023054554125473695,0.006618424383198582,0.02336496308444314,0.04517183654629494,715.5498461054141
pair,Pair-based Head,A,pair,V2A,unseen_mean,,,,0.034971405330898146,0.007276048103313927,0.04820505948392668,0.08092990475623255,565.7381764218321
pair,Pair-based Head,A,pair,V2A,overall_mean,,,,0.02662960948710103,0.006815711499233185,0.030816992004288203,0.05589925700927621,670.6063452003394
pair,Pair-based Head,A,pair,A2V,genre,Blues,1,367,0.02591434099184507,0.005449591280653951,0.02997275204359673,0.0681198910081744,646.1662125340599
pair,Pair-based Head,A,pair,A2V,genre,Classical music,0,366,0.0463155612195484,0.00819672131147541,0.060109289617486336,0.1284153005464481,388.44262295081967
pair,Pair-based Head,A,pair,A2V,genre,Country,0,367,0.04723638905378569,0.021798365122615803,0.05722070844686648,0.08174386920980926,571.8365122615804
pair,Pair-based Head,A,pair,A2V,genre,Electronic music,1,367,0.01582482038825163,0.0027247956403269754,0.021798365122615803,0.02997275204359673,834.0136239782016
pair,Pair-based Head,A,pair,A2V,genre,Funk,1,367,0.007939904604256328,0.0,0.0027247956403269754,0.005449591280653951,835.5013623978201
pair,Pair-based Head,A,pair,A2V,genre,Hip hop music,0,367,0.016411087781981176,0.0027247956403269754,0.01907356948228883,0.027247956403269755,721.6294277929155
pair,Pair-based Head,A,pair,A2V,genre,Jazz,1,367,0.02890024771865632,0.0027247956403269754,0.0326975476839237,0.08446866485013624,540.5803814713896
pair,Pair-based Head,A,pair,A2V,genre,Pop music,1,367,0.019132236147603305,0.0027247956403269754,0.027247956403269755,0.03814713896457766,736.7384196185286
pair,Pair-based Head,A,pair,A2V,genre,Reggae,1,366,0.011722654989887041,0.00273224043715847,0.00819672131147541,0.01366120218579235,815.6939890710382
pair,Pair-based Head,A,pair,A2V,genre,Rock music,1,367,0.026957843275455296,0.010899182561307902,0.027247956403269755,0.051771117166212535,615.2043596730246
pair,Pair-based Head,A,pair,A2V,seen_mean,,,,0.019484578302279287,0.003893628742871607,0.021412299229782588,0.04165576535702055,717.6997641062947
pair,Pair-based Head,A,pair,A2V,unseen_mean,,,,0.03665434601843842,0.010906627358139395,0.04546785584888055,0.07913570871984238,560.6361876684385
pair,Pair-based Head,A,pair,A2V,overall_mean,,,,0.024635508617127024,0.005997528327451944,0.028628966215511982,0.0528997483658671,670.5806911749379
pair,Pair-based Head,B,label,V2A,genre,Blues,1,367,0.382576702746462,0.2016348773841962,0.5940054495912807,0.773841961852861,8.455040871934605
pair,Pair-based Head,B,label,V2A,genre,Classical music,0,366,0.7836672881341173,0.6885245901639344,0.8934426229508197,0.9262295081967213,6.549180327868853
pair,Pair-based Head,B,label,V2A,genre,Country,0,367,0.42720836163386733,0.24250681198910082,0.6648501362397821,0.8446866485013624,7.029972752043597
pair,Pair-based Head,B,label,V2A,genre,Electronic music,1,367,0.47272912666239414,0.29155313351498635,0.7084468664850136,0.8337874659400545,7.427792915531335
pair,Pair-based Head,B,label,V2A,genre,Funk,1,367,0.30936495781571055,0.15258855585831063,0.47411444141689374,0.670299727520436,10.662125340599456
pair,Pair-based Head,B,label,V2A,genre,Hip hop music,0,367,0.569926879413629,0.4196185286103542,0.7493188010899182,0.8446866485013624,5.643051771117166
pair,Pair-based Head,B,label,V2A,genre,Jazz,1,367,0.4068388119035982,0.2506811989100817,0.5912806539509536,0.7438692098092643,8.550408719346049
pair,Pair-based Head,B,label,V2A,genre,Pop music,1,367,0.4748161111656733,0.29427792915531337,0.6566757493188011,0.8446866485013624,5.953678474114441
pair,Pair-based Head,B,label,V2A,genre,Reggae,1,366,0.5410518927762212,0.40710382513661203,0.7021857923497268,0.8360655737704918,7.76775956284153
pair,Pair-based Head,B,label,V2A,genre,Rock music,1,367,0.4784340124833138,0.3188010899182561,0.6811989100817438,0.8038147138964578,8.950953678474114
pair,Pair-based Head,B,label,V2A,seen_mean,,,,0.4379730879361962,0.27380580141110805,0.6297011233134876,0.7866236144701325,8.252537080405933
pair,Pair-based Head,B,label,V2A,unseen_mean,,,,0.5936008430605378,0.4502166435877965,0.76920385342684,0.8718676017331487,6.407401617009872
pair,Pair-based Head,B,label,V2A,overall_mean,,,,0.48466141447349875,0.3267290540641146,0.6715519423474934,0.8121968106490375,7.698996441387114
pair,Pair-based Head,B,label,A2V,genre,Blues,1,367,0.33208168480702893,0.16893732970027248,0.5204359673024523,0.7302452316076294,10.689373297002724
pair,Pair-based Head,B,label,A2V,genre,Classical music,0,366,0.6764124027457795,0.5573770491803278,0.8278688524590164,0.8825136612021858,6.1256830601092895
pair,Pair-based Head,B,label,A2V,genre,Country,0,367,0.5197271975291737,0.36239782016348776,0.7084468664850136,0.8310626702997275,8.713896457765667
pair,Pair-based Head,B,label,A2V,genre,Electronic music,1,367,0.49795286321274207,0.34877384196185285,0.670299727520436,0.7929155313351499,13.5858310626703
pair,Pair-based Head,B,label,A2V,genre,Funk,1,367,0.33864020393090183,0.18528610354223432,0.4904632152588556,0.6811989100817438,9.64850136239782
pair,Pair-based Head,B,label,A2V,genre,Hip hop music,0,367,0.46646024506900696,0.2888283378746594,0.6920980926430518,0.8119891008174387,9.220708446866485
pair,Pair-based Head,B,label,A2V,genre,Jazz,1,367,0.37337172525375834,0.22343324250681199,0.5258855585831063,0.7411444141689373,9.49591280653951
pair,Pair-based Head,B,label,A2V,genre,Pop music,1,367,0.3200766615192209,0.16893732970027248,0.46321525885558584,0.6485013623978202,13.85558583106267
pair,Pair-based Head,B,label,A2V,genre,Reggae,1,366,0.46051045494774745,0.31420765027322406,0.6475409836065574,0.7759562841530054,11.937158469945356
pair,Pair-based Head,B,label,A2V,genre,Rock music,1,367,0.5540334989782936,0.3760217983651226,0.7929155313351499,0.8773841961852861,5.997275204359673
pair,Pair-based Head,B,label,A2V,seen_mean,,,,0.41095244180709906,0.255085328007113,0.5872508917803062,0.7496208471327961,10.744234004854007
pair,Pair-based Head,B,label,A2V,unseen_mean,,,,0.5541999484479868,0.40286773573949164,0.7428046038623606,0.8418551441064507,8.020095988247148
pair,Pair-based Head,B,label,A2V,overall_mean,,,,0.4539266937993654,0.2994200503268266,0.6339170054049226,0.7772911362248924,9.92699259987195
genre,Genre-based Head,A,pair,V2A,genre,Blues,1,367,0.010564931635582387,0.0027247956403269754,0.010899182561307902,0.01907356948228883,965.258855585831
genre,Genre-based Head,A,pair,V2A,genre,Classical music,0,366,0.01426224810599185,0.00273224043715847,0.01092896174863388,0.02185792349726776,616.6147540983607
genre,Genre-based Head,A,pair,V2A,genre,Country,0,367,0.008041411214256574,0.0027247956403269754,0.0027247956403269754,0.008174386920980926,974.8746594005449
genre,Genre-based Head,A,pair,V2A,genre,Electronic music,1,367,0.012026363850634972,0.0027247956403269754,0.01634877384196185,0.01907356948228883,882.6239782016348
genre,Genre-based Head,A,pair,V2A,genre,Funk,1,367,0.005200806183100533,0.0,0.005449591280653951,0.010899182561307902,1081.2125340599455
genre,Genre-based Head,A,pair,V2A,genre,Hip hop music,0,367,0.012078165568259818,0.005449591280653951,0.010899182561307902,0.01907356948228883,993.2234332425068
genre,Genre-based Head,A,pair,V2A,genre,Jazz,1,367,0.007434019733418082,0.0,0.0027247956403269754,0.010899182561307902,864.4632152588556
genre,Genre-based Head,A,pair,V2A,genre,Pop music,1,367,0.014113105643262715,0.005449591280653951,0.01634877384196185,0.01907356948228883,1023.2043596730246
genre,Genre-based Head,A,pair,V2A,genre,Reggae,1,366,0.008770808464202837,0.0,0.01092896174863388,0.01912568306010929,992.6174863387978
genre,Genre-based Head,A,pair,V2A,genre,Rock music,1,367,0.014078899598570291,0.005449591280653951,0.013623978201634877,0.021798365122615803,896.4877384196185
genre,Genre-based Head,A,pair,V2A,seen_mean,,,,0.01031270501553883,0.0023355391202802647,0.0109034367309259,0.01713473167888677,957.9811667911011
genre,Genre-based Head,A,pair,V2A,unseen_mean,,,,0.011460608296169414,0.0036355424527131316,0.008184313316756252,0.016368626633512504,861.570948913804
genre,Genre-based Head,A,pair,V2A,overall_mean,,,,0.010657075999728005,0.0027255401200101245,0.010087699706675005,0.016904900165274492,929.058101427912
genre,Genre-based Head,A,pair,A2V,genre,Blues,1,367,0.009920004175739548,0.0027247956403269754,0.008174386920980926,0.01907356948228883,1029.359673024523
genre,Genre-based Head,A,pair,A2V,genre,Classical music,0,366,0.012592945229804078,0.00273224043715847,0.01092896174863388,0.01912568306010929,683.188524590164
genre,Genre-based Head,A,pair,A2V,genre,Country,0,367,0.009211047190535998,0.0027247956403269754,0.0027247956403269754,0.010899182561307902,1018.1389645776567
genre,Genre-based Head,A,pair,A2V,genre,Electronic music,1,367,0.010019212994393664,0.0027247956403269754,0.008174386920980926,0.008174386920980926,794.0136239782016
genre,Genre-based Head,A,pair,A2V,genre,Funk,1,367,0.005463551213588384,0.0,0.005449591280653951,0.008174386920980926,1047.5367847411444
genre,Genre-based Head,A,pair,A2V,genre,Hip hop music,0,367,0.004076286136870599,0.0,0.0,0.0027247956403269754,817.2970027247957
genre,Genre-based Head,A,pair,A2V,genre,Jazz,1,367,0.019238468075875835,0.008174386920980926,0.01907356948228883,0.027247956403269755,907.5994550408719
genre,Genre-based Head,A,pair,A2V,genre,Pop music,1,367,0.006369646715740899,0.0,0.0027247956403269754,0.008174386920980926,935.3651226158038
genre,Genre-based Head,A,pair,A2V,genre,Reggae,1,366,0.015555026672693567,0.00546448087431694,0.01912568306010929,0.0273224043715847,827.2185792349727
genre,Genre-based Head,A,pair,A2V,genre,Rock music,1,367,0.014878844489412266,0.0027247956403269754,0.013623978201634877,0.0326975476839237,952.8147138964578
genre,Genre-based Head,A,pair,A2V,seen_mean,,,,0.011634964905349167,0.0031161792451826842,0.010906627358139397,0.01869494838628711,927.7011360759965
genre,Genre-based Head,A,pair,A2V,unseen_mean,,,,0.008626759519070226,0.0018190120258284818,0.004551252462986952,0.010916553753914723,839.5414972975387
genre,Genre-based Head,A,pair,A2V,overall_mean,,,,0.010732503289465484,0.0027270290793764236,0.009000014889593663,0.016361429996575395,901.2532444424593
genre,Genre-based Head,B,label,V2A,genre,Blues,1,367,0.32957305349122645,0.16893732970027248,0.5122615803814714,0.6866485013623979,11.283378746594005
genre,Genre-based Head,B,label,V2A,genre,Classical music,0,366,0.8643365508652431,0.8142076502732241,0.9234972677595629,0.9426229508196722,4.352459016393443
genre,Genre-based Head,B,label,V2A,genre,Country,0,367,0.37001087040902964,0.20435967302452315,0.6021798365122616,0.7084468664850136,17.78201634877384
